id,collection,dc.contributor.advisor,dc.contributor.advisor[],dc.contributor.affiliation[-],dc.contributor.author,dc.contributor.author[-],dc.contributor.author[],dc.contributor.author[fr],dc.contributor.author[none],dc.date.issued,dc.date.issued[-],dc.date.issued[],dc.date.issued[en_US],dc.date.issued[fr],dc.date.issued[fr_FR],dc.date.issued[none],dc.description.abstract[en],dc.description.abstract[en_US],dc.description.abstract[fr],dc.description.abstract[fr_FR],dc.description[-],dc.description[en],dc.description[en_US],dc.description[fr],dc.description[fr_FR],dc.format.extent,dc.format.extent[],dc.format.mimetype,dc.format.mimetype[],dc.identifier.citation[-],dc.identifier.citation[],dc.identifier.citation[en],dc.identifier.citation[fr],dc.identifier.citation[none],dc.identifier.doi,dc.identifier.doi[],dc.identifier.issn,dc.identifier.issn[-],dc.identifier.issn[],dc.identifier.uri,dc.identifier.uri[],dc.language.iso[-],dc.language.iso[],dc.language.iso[en],dc.language.iso[en_US],dc.language.iso[fr],dc.language.iso[fr_FR],dc.publisher[],dc.publisher[en],dc.publisher[en_US],dc.publisher[fr],dc.publisher[fr_FR],dc.relation.ispartof[-],dc.relation.ispartof[],dc.relation.ispartof[en],dc.relation.ispartof[en_US],dc.relation.ispartof[fr],dc.relation.ispartofseries,dc.relation.ispartofseries[-],dc.relation.ispartofseries[],dc.rights,dc.rights[-],dc.rights[],dc.source,dc.source[-],dc.source[],dc.source[en_US],dc.source[fr],dc.source[fr_FR],dc.source[none],dc.subject.other[fr],dc.subject[],dc.subject[en],dc.subject[fr],dc.title.alternative[en],dc.title[en],dc.title[en_US],dc.title[fr],dc.title[fr_FR],dc.type[-],dc.type[],dc.type[en],dc.type[en_US],dc.type[fr],dc.type[fr_FR]
64233,2042/69771,,,,,"Le Moal, Sylvain",,,,,2019,,,,,,,,,,,,,,,,,,,"Le Moal, Sylvain. Septembre 2018 : De glace et d'eau ; Iceberg en fin de vie. La Météorologie, 2019, 104, p. 65-66",,,,,https://doi.org/10.4267/2042/69794,,2107-0830,,,http://hdl.handle.net/2042/69794,,fr,,,,,,,,,Association Météo et Climat,,Rubrique : Les photos du mois,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,"La Météorologie [ISSN 0026-1181], 2019, Série 8, 104, p. 65-66",,,,,,,,,image satellitaire||Arctique||glace de mer||Antarctique||iceberg||tourbillon||sandwich du sud,,,,Septembre 2018 : De glace et d'eau ; Iceberg en fin de vie,,,,,,,
64232,2042/69771,,,,,"Thibord, Corinne",,,,,2019,,,,,,,,,,,,,,,,,,,"Thibord, Corinne. Océan Indien sud 2017-2018 : Un regain d'activité. La Météorologie, 2019, 104, p. 57-64",,,,,https://doi.org/10.4267/2042/69793,,2107-0830,,,http://hdl.handle.net/2042/69793,,fr,,,,,,,,,Association Météo et Climat,,Rubrique : Saison cyclonique,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,"La Météorologie [ISSN 0026-1181], 2019, Série 8, 104, p. 57-64",,,,,,,,,océan Indien sud-ouest||océan Indien sud-est||la Réunion||Madagascar||Australie||cyclône tropical||trajectoire||Java||tempête tropicale||bilan saisonnier,,,,Océan Indien sud 2017-2018 : Un regain d'activité,,Article,,,,,
64231,2042/69771,,,,,"Javelle, Jean-Pierre",,,,,2019,,,,,,,,,,,,,"OUVRAGES : Météorologie de l'Afrique de l'Ouest tropicale. Édité par Douglas J. Parker, Mariane Diop-Kane et Jean-Philippe Lafore / Le partage des eaux : une réflexion géopolitique. Par Frédéric Lasserre et Alexandre Brun / Carbone : ses vies, ses oeuvres. Par Bernadette Bensaude-Vincent et Sacha Loeve / Écrire les saisons : cultures, arts et lettres. Sous la direction de Alain Montandon / Le climat, de l'observation à la modélisation : brève histoire d'une épopée scientifique et technologique. Par Ludovic Touzé-Pfeiffer / Les catastrophes naturelles au Moyen Âge. Par Thomas Labbé / Finance, climat, réveillez-vous ! Par Anne Hessel, Jean Jouzel et Pierre Larrouturou / L'empreinte des glaces : carnet de voyage sur L'Astrolabe. Par Romain Garrouste et Lydie Lescarmontier / L'hiver au siècle d'or hollandais : art et climat. Par Alexis Metzger / INTERNET : Archives polaires françaises / Scénarios climatiques pour la Suisse / THESES : Dmitry Koshelev : First ground based FTIR-TCCON measurements of CO2 in a European megacity ; comparison with a rural site and validation of satellite measurements. Thèse de Sorbonne Université / Eivind Waersted : Description of physical processes driving the life cycle of radiation fog and fog-stratus transitions based on conceptual models. Thèse de l'université Paris-Saclay / Rémy Bonnet : Variations du cycle hydrologique en France des années 1850 à aujourd'hui. Thèse de l'université de Toulouse / Meissam Bahlali : Adaptation de la modélisation hybride eulérienne-lagrangienne stochastique de Code_Saturne à la dispersion atmosphérique de polluants à l'échelle micro-météorologique et comparaison à la méthode eulérienne. Thèse de l'université Paris-Est / Camila Artana : Revisiting the Malvinas Current. Thèse de Sorbonne Université / Victor Pellet : Télédétection satellite du cycle de l'eau ; de l'optimisation du traitement des observations à l'intégration des produits restitués. Thèse de Sorbonne Université / Maxime Colin : La mémoire de la convection et le rôle des poches froides. Thèse de l'University of New South Wales et de Sorbonne Université / Aglaé Jézéquel : Approches statistique et épistémologique de l'attribution d'événements extrêmes. Thèse de l'université Paris-Saclay / Florian Dupuy : Amélioration de la connaissance et de la prévision des vents de vallée en conditions stables ; expérimentation et modélisation statistique avec réseau de neurones artificiels. Thèse de l'université de Toulouse / Alexis Foussard : Influence des tourbillons océaniques sur le rail des dépressions atmosphériques. Thèse de Sorbonne Université / Mohamed Wassim Baba : Application de la télédétection pour la modélisation du manteau neigeux dans le Haut Atlas. Thèse de l'université de Toulouse / Xudong Zhou : The impact of climate change and human management on the water cycle of China; dealing with uncertainties. Thèse de l'université Paris-Saclay / Julien Léger : Un modèle d'ascendance convective simple prenant en compte explicitement le terme de pression non hydrostatique. Thèse de l'Institut national polytechnique de Toulouse / Mary Borderies : Assimilation de données de radar à nuages aéroporté pendant la campagne de mesures Hymex. Thèse de l'Institut national polytechnique de Toulouse / Jean Jouhaud : Amélioration de la représentation des nuages bas dans le modèle de circulation générale LMDZ. Thèse de Sorbonne Université / Imane Farouk : Quelles approches pour l'assimilation des radiances nuageuses Iasi en prévision numérique du temps ? Thèse de l'Institut national polytechnique de Toulouse / Marie Taufour : Validation et amélioration du schéma microphysique à deux moments Lima à partir des observations de la campagne de mesures Hymex. Thèse de l'université de Toulouse / Mathieu Lachatre : Étude de la pollution atmosphérique en Chine par modélisation et télédétection. Thèse de Sorbonne Université.",,,,,,"Javelle, Jean-Pierre. Vient de paraître. La Météorologie, 2019, 104, p. 54-56",,,,,https://doi.org/10.4267/2042/69792,,2107-0830,,,http://hdl.handle.net/2042/69792,,fr,,,,,,,,,Association Météo et Climat,,Rubrique : Vient de paraître,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,"La Météorologie [ISSN 0026-1181], 2019, Série 8, 104, p. 54-56",,,,,,,,,,,,,Vient de paraître,,,,,,,
64230,2042/69771,,,,,"Pépin, Marie-Hélène",,,,,2019,,,,,,,,,,,,,,,,,,,"Pépin, Marie-Hélène. Emmanuel Le Roy Ladurie : une vie face à l'histoire / par Stefan Lemny. La Météorologie, 2019, 104, p. 52-53",,,,,https://doi.org/10.4267/2042/69791,,2107-0830,,,http://hdl.handle.net/2042/69791,,fr,,,,,,,,,Association Météo et Climat,,Rubrique : Lu pour vous,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,"La Météorologie [ISSN 0026-1181], 2019, Série 8, 104, p. 52-53",,,,,,,,,biographie||histoire||histoire du climat,,,,Emmanuel Le Roy Ladurie : une vie face à l'histoire / par Stefan Lemny,,Article,,,,,
64229,2042/69771,,,,,"Javelle, Jean-Pierre",,,,,2019,,,,,,,,,,,,,,,,,,,"Javelle, Jean-Pierre. Les plantes au rythme des saisons / par le collectif scientifique de l'Observatoire des saisons. La Météorologie, 2019, 104, p. 51",,,,,https://doi.org/10.4267/2042/69790,,2107-0830,,,http://hdl.handle.net/2042/69790,,fr,,,,,,,,,Association Météo et Climat,,Rubrique : Lu pour vous,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,"La Météorologie [ISSN 0026-1181], 2019, Série 8, 104, p. 51",,,,,,,,,phénologie végétale||climat||arbre||cycle saisonnier||stade phénologique||observations,,,,Les plantes au rythme des saisons / par le collectif scientifique de l'Observatoire des saisons,,Article,,,,,
64228,2042/69771,,,,,"Renaut, Didier",,,,,2019,,,,,,,,,,,,,,,,,,,"Renaut, Didier. Les Buddenbrook - Déclin d'une famille / de Thomas Mann. La Météorologie, 2019, 104, p. 49-50",,,,,https://doi.org/10.4267/2042/69789,,2107-0830,,,http://hdl.handle.net/2042/69789,,fr,,,,,,,,,Association Météo et Climat,,Rubrique : Le temps des écrivains,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,"La Météorologie [ISSN 0026-1181], 2019, Série 8, 104, p. 49-50",,,,,,,,,litterature||extraits||épisodes météorologiques||perception,,,,Les Buddenbrook - Déclin d'une famille / de Thomas Mann,,Article,,,,,
64227,2042/69771,,,,,"Hontarrède, Michel",,,,,2019,,,,,,"Following storm Xynthia, the La Rochelle urban community undertook major work to reduce the risk of marine flooding. In order to protect, integrate into the city's heritage and not harm commercial and tourist activities, the structures take a wide variety of forms: concrete walls, cofferdams, mobile benches and flaps, elevated roads, etc.",,"À la suite de la tempête Xynthia, la communauté d'agglomération de La Rochelle a entrepris d'importants travaux pour réduire le risque de submersion marine. Devant tout à la fois protéger, s'intégrer au patrimoine de la ville et ne pas nuire aux activités commerciales et touristiques, les ouvrages prennent les formes les plus variées : mur en béton, batardeaux, bancs et clapets mobiles, surélévation de la route...",,,,,,,,,,,"Hontarrède, Michel. À La Rochelle, un mur contre les submersions marines. La Météorologie, 2019, 104, p. 45-48",,,,,https://doi.org/10.4267/2042/69788,,2107-0830,,,http://hdl.handle.net/2042/69788,,fr,,,,,,,,,Association Météo et Climat,,Rubrique : Dossier,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,"La Météorologie [ISSN 0026-1181], 2019, Série 8, 104, p. 45-48",,,,,,,,,aménagement du territoire||prévention des risques||urbanisme||ville||submersion marine||digue||tempête Xynthia,"La Rochelle, a wall against marine flooding",,,"À La Rochelle, un mur contre les submersions marines",,Article||Article évalué par les pairs / peer-reviewed article,,,,,
64226,2042/69771,,,,,"Soula, Serge||Kigotsi Kasereka, Jean||Georgis, Jean-François||Barthe, Christelle",,,,,2019,,,,,,"Lightning climatology in the Congo Basin is analyzed using data from the World Wide Lightning Location Network (WWLLN) from 2005 to 2013. A comparison with data from the optical space sensor LIS shows that the relative detection efficiency of the WWLLN increased from approximately 1.7% at the beginning of the period to 5.9% in 2013. These mean values over the entire area are low but related to all lightning flashes (intracloud and cloud-to-ground) and allow, however, obtaining a good representation of thunderstorm activity particularly strong in the study area. The average flash rate describes an annual cycle with high monthly proportions from October to March from 9 to 11%, and values at least 2 times lower from June to August. The meridian distribution of lightning shows a reinforcement between 5° S and 5° N with a maximum between 1° S and 2° S. The geographical distribution shows a very strong maximum in the East of the Democratic Republic of Congo (DRC), whatever the reference year and the period of the year. In 2013, the estimated annual lightning density taking into account DE and the number of thunderstorm days, calculated with a resolution of 0.1° x 0.1°, reached 218 flashes km-2 year-1 and 189 days, respectively. The maximum number of flashes per thunderstorm is in the same area, which means that thunderstorms are there, either more numerous, or more intense, or more stationary, or several of the three characteristics. This region is located west of the Virunga mountain range at an altitude that reaches 3 000 meters and plays a role in the initiation of thunderstorms during the year. In addition, the presence of the South African Easterly Jet (AEJ-S) at low altitude produces the instability necessary to the local development of Mesoscale Convective Systems (MCS) at the origin of this strong activity. These MCS can then propagate or regenerate to the west over a distance related to the influence of the phase of Kelvin waves propagating eastward.",,"La climatologie des éclairs dans le bassin du Congo est analysée à l'aide des données du réseau World Wide Lightning Location Network (WWLLN) de 2005 à 2013. Une comparaison avec les données du capteur optique spatial LIS montre que l'efficacité de détection relative du réseau WWLLN passe d'environ 1,7 % au début de la période à 5,9 % en 2013. Ces valeurs moyennes sur l'ensemble de la zone sont faibles, mais concernent la totalité des éclairs (intranuage et nuage-sol) et permettent d'avoir une bonne représentativité de l'activité orageuse particulièrement forte dans la zone d'étude. Le taux d'éclair moyen décrit un cycle annuel avec de fortes proportions mensuelles d'octobre à mars de l'ordre de 9 à 11 % et des valeurs au moins deux fois plus faibles de juin à août. La distribution méridienne des éclairs montre un renforcement entre 5° S et 5° N avec un maximum entre 1° S et 2° S. La répartition géographique montre un maximum très marqué dans l'est de la République démocratique du Congo (RDC), quelles que soient l'année de référence et la période de l'année. En 2013, la densité annuelle d'éclairs estimée en tenant compte de l'efficacité de détection et du nombre de jours d'orages, calculés avec une résolution de 0,1° x 0,1°, y atteignent respectivement 218 éclairs km-2 an-1 et 189 jours. Le nombre maximum d'éclairs par jour d'orage se situe dans la même région, ce qui signifie que les orages y sont, soit plus nombreux, soit plus intenses, soit plus stationnaires, soit plusieurs des trois caractéristiques à la fois. Cette région se situe à l'ouest de la chaîne de montagnes des Virunga qui présente une altitude supérieure à 3 000 mètres et qui joue un rôle dans l'initialisation des orages au cours de l'année. De plus, la présence du courant jet africain oriental de basse altitude produit l'instabilité nécessaire au développement local de systèmes convectifs de moyenne échelle (MCS) à l'origine de cette forte activité. Ces MCS peuvent ensuite se propager ou se régénérer vers l'ouest sur une distance liée à l'influence de la phase des ondes de Kelvin se propageant vers l'est.",,,,,,,,,,,"Soula, Serge ; Kigotsi Kasereka, Jean ; Georgis, Jean-François ; Barthe, Christelle. Record mondial d'éclairs dans le bassin du Congo. La Météorologie, 2019, 104, p. 34-44",,,,,https://doi.org/10.4267/2042/69787,,2107-0830,,,http://hdl.handle.net/2042/69787,,fr,,,,,,,,,Association Météo et Climat,,Rubrique : Physique atmosphérique,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,"La Météorologie [ISSN 0026-1181], 2019, Série 8, 104, p. 34-44",,,,,,,,,éclair||record climatique||Congo||chaine de montagnes||onde de Kelvin||systèmes de détection et de localisation des éclairs||courant jet africain||MCS (système convectif de méso-échelle),World record of lightning in the Congo Basin,,,Record mondial d'éclairs dans le bassin du Congo,,Article||Article évalué par les pairs / peer-reviewed article,,,,,
64225,2042/69771,,,,,"Gillet-Chaulet, Bruno||Descamps, Laurent||Kreitz, Michaël",,,,,2019,,,,,,"On Monday, 6th March 2017, a major windstorm hit France bringing record wind gusts. This article describes the evolution of the low system and the mechanisms responsible for the highest gusts. Gusts forecasted by numerical weather prediction models are studied. Severe wind gusts are generated by different phenomena: a sting jet over Brittany, thunderstorms over Savoie and a downslope windstorm over Côte d'Azur.The real time forecast of the event by deterministic models and ensemble prediction systems, at the large and small scales, is also shown.",,"Le lundi 6 mars 2017, la France a connu une tempête majeure. Des rafales de vent records ont été relevées. Cet article décrit l'évolution de la dépression associée à ce système et explore les différents mécanismes qui ont conduit aux plus fortes rafales. Les zones de rafales prévues par les modèles de prévision numérique sont étudiées. Plusieurs phénomènes sont à l'origine de ces violentes rafales : le sting jet vers la Bretagne, la convection orageuse en Savoie et une tempête de pente aval sur la Côte d'Azur. La prévision en temps réel de l'événement par les simulations déterministes et ensemblistes, à grande et petite échelle, est également présentée.",,,,,,,,,,,"Gillet-Chaulet, Bruno ; Descamps, Laurent ; Kreitz, Michaël. La tempête du 6 mars 2017 en France : Rôle potentiel d'un « jet crochet ». La Météorologie, 2019, 104, p. 23-33",,,,,https://doi.org/10.4267/2042/69786,,2107-0830,,,http://hdl.handle.net/2042/69786,,fr,,,,,,,,,Association Météo et Climat,,Rubrique : Etude de cas,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,"La Météorologie [ISSN 0026-1181], 2019, Série 8, 104, p. 23-33",,,,,,,,,tempête||étude d'événement particulier||carte analysée||cyclogenèse||rafale||prévision en temps réel||sting jet||Zeus,"The windstorm on 6th March 2017 in France, the potential role of a sting jet",,,La tempête du 6 mars 2017 en France : Rôle potentiel d'un « jet crochet »,,Article||Article évalué par les pairs / peer-reviewed article,,,,,
64224,2042/69771,,,,,"Guillaume, Anne",,,,,2019,,,,,,,,,,,,,,,,,,,"Guillaume, Anne. Journée scientifique 2018 - Limiter le réchauffement planétaire à 1,5 °C : pourquoi et comment ?. La Météorologie, 2019, 104, p. 16-21",,,,,https://doi.org/10.4267/2042/69785,,2107-0830,,,http://hdl.handle.net/2042/69785,,fr,,,,,,,,,Association Météo et Climat,,Rubrique : La vie de Météo et Climat,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,"La Météorologie [ISSN 0026-1181], 2019, Série 8, 104, p. 16-21",,,,,,,,,réchauffement climatique||impact||stratégie d'atténuation||transition énergetique||financement||développement durable||colloque||GIEC,,,,"Journée scientifique 2018 - Limiter le réchauffement planétaire à 1,5 °C : pourquoi et comment ?",,Article,,,,,
64223,2042/69771,,,,,,,,,,2019,,,,,,,,,,,,,,,,,,,"Éclair de « ciel bleu ». La Météorologie, 2019, 104, p. 15",,,,,https://doi.org/10.4267/2042/69784,,2107-0830,,,http://hdl.handle.net/2042/69784,,fr,,,,,,,,,Association Météo et Climat,,Rubrique : La photo du trimestre,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,"La Météorologie [ISSN 0026-1181], 2019, Série 8, 104, p. 15",,,,,,,,,éclair||photographie de phénomène,,,,Éclair de « ciel bleu »,,Article,,,,,
